"Marijuana_Arrest Type","Adult/Juvenile","Arrest Year","Arrest Date","Arrest Time","Age","Defendant Race","Defendant Sex","Charge Description"
"Possession","Adult",2013,"7/19/2013","22:55:00","26","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/19/2013","23:07:00","23","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/19/2013","23:07:00","24","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/19/2013","23:53:00","19","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/20/2013","2:31:00","24","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/20/2013","15:35:00","22","U","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/20/2013","16:29:00","73","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/20/2013","17:49:00","32","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/20/2013","18:52:00","25","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/20/2013","19:15:00","56","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/20/2013","21:44:00","53","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/20/2013","23:56:00","36","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/21/2013","0:55:00","24","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/21/2013","0:58:00","24","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/21/2013","2:25:00","20","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/21/2013","2:25:00","23","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/21/2013","3:53:00","19","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/22/2013","1:59:00","33","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/22/2013","1:59:00","36","B","M","Ucsa Possession Marijuana"
"Distribution","Adult",2013,"7/22/2013","8:41:00","56","B","M","Distribution Of Marijuana-misd"
"Possession","Adult",2013,"7/22/2013","17:40:00","33","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/22/2013","18:03:00","27","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/22/2013","18:40:00","22","A","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/22/2013","19:42:00","48","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/23/2013","8:53:00","29","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/23/2013","13:02:00","46","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/23/2013","15:48:00","18","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/23/2013","16:01:00","18","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/23/2013","18:15:00","22","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/23/2013","19:18:00","22","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/23/2013","20:17:00","39","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/23/2013","20:21:00","24","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/23/2013","21:05:00","35","W","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/23/2013","21:37:00","20","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/23/2013","22:58:00","23","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/23/2013","23:20:00","24","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/24/2013","0:40:00","50","B","M","Ucsa Pwid Marijuana"
"Distribution","Adult",2013,"7/24/2013","10:00:00","34","B","M","Csa Distribution Marijuana"
"Possession with intent to distribute","Adult",2013,"7/24/2013","18:00:00","20","B","F","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/24/2013","19:36:00","24","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/24/2013","19:36:00","25","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/24/2013","23:40:00","22","B","M","Ucsa Poss Marijuana"
"Possession","Juvenile",2013,"7/24/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/25/2013","0:15:00","21","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/25/2013","6:45:00","20","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/25/2013","8:36:00","28","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/25/2013","14:00:00","22","W","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/25/2013","14:00:00","25","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/25/2013","21:03:00","20","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"7/25/2013","21:03:00","21","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"7/25/2013","21:43:00","22","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/25/2013","21:52:00","33","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/25/2013","23:17:00","20","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/25/2013","23:17:00","21","B","M","Poss W/i To Dist Marijuana-fel"
"Possession","Adult",2013,"7/25/2013","23:35:00","32","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/26/2013","1:50:00","48","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"7/26/2013","19:12:00","37","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/26/2013","19:12:00","43","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/26/2013","19:30:00","51","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/26/2013","20:55:00","20","B","M","Poss W/i To Dist Marijuana-misd"
"Possession","Adult",2013,"7/26/2013","23:14:00","21","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/26/2013","23:14:00","22","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/27/2013","1:39:00","25","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/27/2013","1:49:00","38","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/27/2013","3:45:00","21","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/27/2013","8:28:00","40","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/27/2013","8:28:00","42","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/27/2013","8:28:00","43","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/27/2013","12:45:00","25","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/27/2013","16:19:00","32","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/27/2013","17:27:00","27","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/27/2013","19:45:00","39","B","F","Ucsa Possession Marijuana"
"Possession with intent to distribute","Juvenile",2013,"7/27/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/28/2013","1:46:00","24","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/28/2013","4:05:00","18","B","M","Poss W/i To Dist Marijuana-fel"
"Possession with intent to distribute","Adult",2013,"7/28/2013","4:05:00","19","B","F","Poss W/i To Dist Marijuana-fel"
"Possession with intent to distribute","Adult",2013,"7/28/2013","4:05:00","19","B","M","Poss W/i To Dist Marijuana-fel"
"Possession with intent to distribute","Adult",2013,"7/28/2013","4:05:00","20","B","M","Poss W/i To Dist Marijuana-fel"
"Possession","Adult",2013,"7/28/2013","15:16:00","24","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/28/2013","20:10:00","33","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/28/2013","21:47:00","22","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/29/2013","17:51:00","21","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/29/2013","18:00:00","34","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/29/2013","18:05:00","28","B","F","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/29/2013","19:58:00","34","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/29/2013","20:37:00","32","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/30/2013","12:30:00","38","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/30/2013","15:02:00","43","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/30/2013","16:50:00","46","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/30/2013","20:05:00","29","B","F","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/30/2013","22:32:00","25","W","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/31/2013","9:56:00","23","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/31/2013","15:35:00","24","W","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/31/2013","16:17:00","30","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/31/2013","18:38:00","55","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/31/2013","18:40:00","35","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/31/2013","19:32:00","21","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/31/2013","19:47:00","22","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/31/2013","20:10:00","20","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/31/2013","20:45:00","21","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/1/2013","15:23:00","31","W","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/1/2013","16:58:00","29","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"8/1/2013","17:15:00","38","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"8/1/2013","18:00:00","45","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/1/2013","18:08:00","43","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"8/1/2013","18:34:00","24","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"8/1/2013","20:18:00","58","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/1/2013","20:19:00","29","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"8/1/2013","22:00:00","22","B","M","Poss W/i To Dist Marijuana-fel"
"Possession with intent to distribute","Adult",2013,"8/1/2013","22:00:00","29","B","M","Poss W/i To Dist Marijuana-fel"
"Possession","Adult",2013,"8/2/2013","0:19:00","41","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/2/2013","0:33:00","28","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/2/2013","1:40:00","33","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/2/2013","14:15:00","46","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/2/2013","16:32:00","23","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/2/2013","16:32:00","24","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/2/2013","17:16:00","23","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/2/2013","18:15:00","18","B","M","Ucsa Possession Marijuana"
"Distribution","Adult",2013,"8/2/2013","18:15:00","25","B","M","Ucsa Distributing Marijuana"
"Possession","Adult",2013,"8/2/2013","18:43:00","20","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/2/2013","19:43:00","48","W","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"8/2/2013","19:57:00","45","B","M","Csa Pwid Marijuana"
"Possession","Adult",2013,"8/2/2013","20:03:00","18","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/3/2013","0:11:00","24","U","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/3/2013","0:11:00","27","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/3/2013","1:54:00","23","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/3/2013","4:30:00","21","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/3/2013","16:51:00","26","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"8/3/2013","16:51:00","26","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"8/3/2013","17:17:00","21","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/3/2013","17:22:00","29","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/3/2013","17:28:00","19","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/3/2013","18:30:00","29","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/3/2013","19:02:00","26","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/3/2013","20:59:00","19","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/3/2013","20:59:00","26","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/3/2013","22:17:00","18","B","M","Ucsa Possession Marijuana"
"Possession","Juvenile",2013,"8/3/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/4/2013","1:17:00","25","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"8/4/2013","1:17:00","27","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"8/4/2013","16:16:00","19","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"8/4/2013","20:30:00","48","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Juvenile",2013,"8/4/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Juvenile",2013,"8/4/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"8/5/2013","16:23:00","32","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/5/2013","22:58:00","66","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/6/2013","1:33:00","47","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/6/2013","2:49:00","19","U","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"8/6/2013","10:50:00","26","B","F","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"8/6/2013","17:51:00","52","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/6/2013","18:23:00","24","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"8/6/2013","18:30:00","19","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"8/6/2013","18:47:00","20","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/6/2013","18:50:00","19","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/7/2013","2:24:00","37","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/7/2013","17:27:00","29","W","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"8/7/2013","19:14:00","19","B","M","Ucsa Possession Marijuana"
"Distribution","Adult",2013,"8/7/2013","19:14:00","21","B","F","Ucsa Distributing Marijuana"
"Possession","Adult",2013,"8/7/2013","22:43:00","45","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/7/2013","23:02:00","34","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/7/2013","23:03:00","18","U","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/8/2013","16:47:00","48","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/8/2013","17:45:00","21","B","F","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"8/8/2013","17:45:00","22","B","M","Poss W/i To Dist Marijuana-misd"
"Possession","Adult",2013,"8/8/2013","18:21:00","24","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/8/2013","18:40:00","27","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/8/2013","19:02:00","25","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/8/2013","19:02:00","33","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"8/8/2013","19:15:00","23","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"8/8/2013","22:44:00","31","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/9/2013","16:20:00","34","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/9/2013","17:11:00","20","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/9/2013","17:33:00","24","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/9/2013","19:10:00","45","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/9/2013","21:07:00","22","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/9/2013","21:45:00","20","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/9/2013","22:31:00","47","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"8/10/2013","0:59:00","20","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"8/10/2013","2:05:00","22","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/10/2013","2:40:00","36","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/10/2013","9:15:00","31","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"8/10/2013","10:34:00","21","B","M","Poss W/i To Dist Marijuana-misd"
"Possession","Adult",2013,"8/10/2013","11:18:00","24","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/10/2013","15:30:00","33","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/10/2013","15:43:00","34","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/10/2013","17:00:00","32","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/10/2013","17:00:00","36","B","F","Ucsa Possession Marijuana"
"Distribution","Adult",2013,"8/10/2013","17:00:00","36","B","M","Ucsa Distributing Marijuana"
"Possession","Adult",2013,"8/10/2013","17:36:00","39","W","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/10/2013","18:10:00","30","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/10/2013","18:36:00","21","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/10/2013","20:48:00","48","B","M","Ucsa Possession Marijuana"
"Distribution","Adult",2013,"8/10/2013","21:06:00","28","B","M","Ucsa Distributing Marijuana"
"Possession","Adult",2013,"8/10/2013","21:49:00","46","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/10/2013","23:00:00","28","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"8/11/2013","0:31:00","21","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"8/11/2013","0:59:00","19","B","F","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"8/11/2013","0:59:00","24","B","M","Ucsa Pwid Marijuana"
